# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	cellDisplacement_solver	cellDisplacementx_initial	cellDisplacementx_final	cellDisplacementx_iters	cellDisplacementy_initial	cellDisplacementy_final	cellDisplacementy_iters	cellDisplacement_converged	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
0.00360385    	DILUPBiCGStab	2.072120e-05	7.386180e-10	1	3.009280e-04	3.133380e-09	1	false	DILUPBiCGStab	1.304390e-04	1.813680e-09	1	true	GAMG	2.724010e-02	1.661470e-04	5	true	DICPCG	1.730250e-02	7.938350e-16	1	1.896920e-02	4.389500e-15	1	false	DILUPBiCGStab	1.687320e-06	2.484600e-10	1	true
0.00373438    	DILUPBiCGStab	1.977230e-05	7.057020e-10	1	2.750730e-04	2.821790e-09	1	false	DILUPBiCGStab	1.207300e-04	1.722200e-09	1	true	GAMG	2.508960e-02	1.791110e-04	5	true	DICPCG	1.625020e-02	7.544090e-16	1	1.784730e-02	4.236620e-15	1	false	DILUPBiCGStab	1.636360e-06	2.294550e-10	1	true
0.00386225    	DILUPBiCGStab	1.889500e-05	6.750360e-10	1	2.524880e-04	2.552610e-09	1	false	DILUPBiCGStab	1.120270e-04	1.636780e-09	1	true	GAMG	2.379770e-02	1.514250e-04	5	true	DICPCG	1.529380e-02	7.089250e-16	1	1.682600e-02	4.066780e-15	1	false	DILUPBiCGStab	1.587400e-06	2.125090e-10	1	true
0.00398751    	DILUPBiCGStab	1.808220e-05	6.461890e-10	1	2.326350e-04	2.306400e-09	1	false	DILUPBiCGStab	1.041950e-04	1.556800e-09	1	true	GAMG	2.215460e-02	1.727990e-04	5	true	DICPCG	1.442100e-02	6.761840e-16	1	1.589260e-02	3.909550e-15	1	false	DILUPBiCGStab	1.540450e-06	1.971540e-10	1	true
0.00411021    	DILUPBiCGStab	1.732700e-05	6.192800e-10	1	2.150860e-04	2.096400e-09	1	false	DILUPBiCGStab	9.712160e-05	1.481610e-09	1	true	GAMG	2.095770e-02	1.423720e-04	5	true	DICPCG	1.362160e-02	6.427900e-16	1	1.503640e-02	3.738160e-15	1	false	DILUPBiCGStab	1.495520e-06	1.832690e-10	1	true
0.00423041    	DILUPBiCGStab	1.662380e-05	5.932090e-10	1	1.995120e-04	1.907790e-09	1	false	DILUPBiCGStab	9.071120e-05	1.410580e-09	1	true	GAMG	1.983260e-02	1.484090e-04	5	true	DICPCG	1.288680e-02	6.178970e-16	1	1.424840e-02	3.623960e-15	1	false	DILUPBiCGStab	1.452640e-06	1.706410e-10	1	true
0.00434816    	DILUPBiCGStab	1.596690e-05	5.691330e-10	1	1.856390e-04	1.749490e-09	1	false	DILUPBiCGStab	8.488440e-05	1.343630e-09	1	true	GAMG	1.832950e-02	1.262040e-04	5	true	DICPCG	1.220940e-02	5.747780e-16	1	1.352090e-02	3.485840e-15	1	false	DILUPBiCGStab	1.411800e-06	1.591520e-10	1	true
0.0044635     	DILUPBiCGStab	1.535280e-05	5.453450e-10	1	1.732240e-04	1.610810e-09	1	false	DILUPBiCGStab	7.957260e-05	1.280140e-09	1	true	GAMG	1.732720e-02	1.331050e-04	5	true	DICPCG	1.158310e-02	5.486640e-16	1	1.284680e-02	3.388460e-15	1	false	DILUPBiCGStab	1.372810e-06	1.486200e-10	1	true
0.00457885    	DILUPBiCGStab	1.508460e-05	5.526070e-10	1	1.654360e-04	1.570770e-09	1	false	DILUPBiCGStab	7.627560e-05	1.291750e-09	1	true	GAMG	2.239680e-02	1.475640e-04	5	true	DICPCG	1.122910e-02	5.283100e-16	1	1.247190e-02	3.257680e-15	1	false	DILUPBiCGStab	1.361400e-06	1.456670e-10	1	true
0.00469179    	DILUPBiCGStab	1.433480e-05	5.321560e-10	1	1.526670e-04	1.436680e-09	1	false	DILUPBiCGStab	7.163360e-05	1.233870e-09	1	true	GAMG	1.570220e-02	1.292850e-04	5	true	DICPCG	1.066960e-02	5.125670e-16	1	1.186630e-02	3.156050e-15	1	false	DILUPBiCGStab	1.326020e-06	1.379490e-10	1	true
0.00480238    	DILUPBiCGStab	1.382130e-05	5.078090e-10	1	1.434390e-04	1.328850e-09	1	false	DILUPBiCGStab	6.738280e-05	1.173870e-09	1	true	GAMG	1.466530e-02	1.035480e-04	5	true	DICPCG	1.014910e-02	5.093460e-16	1	1.130220e-02	3.094150e-15	1	false	DILUPBiCGStab	1.291770e-06	1.292360e-10	1	true
0.00491066    	DILUPBiCGStab	1.333580e-05	4.856480e-10	1	1.350540e-04	1.231150e-09	1	false	DILUPBiCGStab	6.347570e-05	1.118840e-09	1	true	GAMG	1.410170e-02	1.201950e-04	5	true	DICPCG	9.663820e-03	4.880320e-16	1	1.077580e-02	2.992550e-15	1	false	DILUPBiCGStab	1.259130e-06	1.217710e-10	1	true
0.00501894    	DILUPBiCGStab	1.315180e-05	4.912590e-10	1	1.301310e-04	1.209590e-09	1	false	DILUPBiCGStab	6.115250e-05	1.129330e-09	1	true	GAMG	1.899640e-02	1.308890e-04	5	true	DICPCG	9.404570e-03	4.680190e-16	1	1.049990e-02	2.910740e-15	1	false	DILUPBiCGStab	1.252290e-06	1.198720e-10	1	true
0.00512492    	DILUPBiCGStab	1.253510e-05	4.716950e-10	1	1.210310e-04	1.109840e-09	1	false	DILUPBiCGStab	5.768370e-05	1.077910e-09	1	true	GAMG	1.370540e-02	1.186890e-04	5	true	DICPCG	8.964200e-03	4.478050e-16	1	1.002060e-02	2.862350e-15	1	false	DILUPBiCGStab	1.222890e-06	1.135980e-10	1	true
0.0052309     	DILUPBiCGStab	1.238450e-05	4.755600e-10	1	1.170600e-04	1.091000e-09	1	false	DILUPBiCGStab	5.567240e-05	1.087350e-09	1	true	GAMG	1.929350e-02	1.404520e-04	5	true	DICPCG	8.736010e-03	4.335790e-16	1	9.777350e-03	2.771350e-15	1	false	DILUPBiCGStab	1.218500e-06	1.113550e-10	1	true
0.00533458    	DILUPBiCGStab	1.181500e-05	4.562510e-10	1	1.091650e-04	1.010800e-09	1	false	DILUPBiCGStab	5.258110e-05	1.036980e-09	1	true	GAMG	1.406450e-02	1.056050e-04	5	true	DICPCG	8.334090e-03	4.205120e-16	1	9.338610e-03	2.727240e-15	1	false	DILUPBiCGStab	1.191670e-06	1.053460e-10	1	true
0.00543826    	DILUPBiCGStab	1.169240e-05	4.583680e-10	1	1.059580e-04	1.006110e-09	1	false	DILUPBiCGStab	5.083190e-05	1.043910e-09	1	true	GAMG	1.703470e-02	1.346620e-04	5	true	DICPCG	8.132150e-03	4.057420e-16	1	9.122950e-03	2.653700e-15	1	false	DILUPBiCGStab	1.190060e-06	1.031310e-10	1	true
0.00553963    	DILUPBiCGStab	1.116300e-05	4.374970e-10	1	9.905280e-05	9.161590e-10	1	false	DILUPBiCGStab	4.806230e-05	9.922370e-10	1	true	GAMG	1.185850e-02	1.116470e-04	5	true	DICPCG	7.763410e-03	3.956190e-16	1	8.719280e-03	2.611640e-15	1	false	DILUPBiCGStab	1.166340e-06	9.755490e-11	1	true
0.005641      	DILUPBiCGStab	1.106280e-05	4.410490e-10	1	9.642820e-05	9.138280e-10	1	false	DILUPBiCGStab	4.653450e-05	9.980870e-10	1	true	GAMG	1.618930e-02	1.268100e-04	5	true	DICPCG	7.583850e-03	3.839320e-16	1	8.527200e-03	2.520820e-15	1	false	DILUPBiCGStab	1.167950e-06	9.549170e-11	1	true
0.00574007    	DILUPBiCGStab	1.056910e-05	4.229990e-10	1	9.034810e-05	8.500590e-10	1	false	DILUPBiCGStab	4.404150e-05	9.471470e-10	1	true	GAMG	1.067220e-02	5.712310e-05	6	true	DICPCG	7.243970e-03	3.699620e-16	1	8.154110e-03	2.474650e-15	1	false	DILUPBiCGStab	1.147070e-06	9.025640e-11	1	true
0.00583914    	DILUPBiCGStab	1.048860e-05	4.268760e-10	1	8.821990e-05	8.514930e-10	1	false	DILUPBiCGStab	4.270240e-05	9.527500e-10	1	true	GAMG	1.448440e-02	1.045400e-04	5	true	DICPCG	7.083610e-03	3.650220e-16	1	7.982320e-03	2.425460e-15	1	false	DILUPBiCGStab	1.151720e-06	8.844190e-11	1	true
0.0059359     	DILUPBiCGStab	1.002550e-05	4.084030e-10	1	8.281870e-05	7.849240e-10	1	false	DILUPBiCGStab	4.044850e-05	9.029080e-10	1	true	GAMG	1.025690e-02	5.436130e-05	6	true	DICPCG	6.769010e-03	3.520200e-16	1	7.636050e-03	2.379340e-15	1	false	DILUPBiCGStab	1.133570e-06	8.356820e-11	1	true
0.00603267    	DILUPBiCGStab	9.961900e-06	4.115020e-10	1	8.108850e-05	7.826880e-10	1	false	DILUPBiCGStab	3.927080e-05	9.087090e-10	1	true	GAMG	1.415420e-02	1.029140e-04	5	true	DICPCG	6.625230e-03	3.396840e-16	1	7.481810e-03	2.311190e-15	1	false	DILUPBiCGStab	1.141170e-06	8.191310e-11	1	true
0.00612713    	DILUPBiCGStab	9.525910e-06	3.926110e-10	1	7.625290e-05	7.193320e-10	1	false	DILUPBiCGStab	3.722540e-05	8.600290e-10	1	true	GAMG	9.594720e-03	5.653000e-05	6	true	DICPCG	6.332920e-03	3.238480e-16	1	7.159120e-03	2.289050e-15	1	false	DILUPBiCGStab	1.125460e-06	7.729490e-11	1	true
0.00622159    	DILUPBiCGStab	9.476680e-06	3.948850e-10	1	7.484740e-05	7.185950e-10	1	false	DILUPBiCGStab	3.618690e-05	8.670020e-10	1	true	GAMG	1.303890e-02	8.497720e-05	5	true	DICPCG	6.203550e-03	3.125180e-16	1	7.019720e-03	2.232680e-15	1	false	DILUPBiCGStab	1.136270e-06	7.590880e-11	1	true
0.00631605    	DILUPBiCGStab	9.290160e-06	4.023510e-10	1	7.224650e-05	7.055200e-10	1	false	DILUPBiCGStab	3.518280e-05	8.808250e-10	1	true	GAMG	1.348730e-02	1.335720e-04	5	true	DICPCG	6.078370e-03	3.105830e-16	1	6.884280e-03	2.191120e-15	1	false	DILUPBiCGStab	1.149640e-06	7.583550e-11	1	true
0.00640815    	DILUPBiCGStab	8.886480e-06	3.794760e-10	1	6.806990e-05	6.438180e-10	1	false	DILUPBiCGStab	3.335730e-05	8.312970e-10	1	true	GAMG	9.208200e-03	5.212960e-05	5	true	DICPCG	5.809100e-03	2.996880e-16	1	6.585180e-03	2.170490e-15	1	false	DILUPBiCGStab	1.137780e-06	7.105670e-11	1	true
